sequence_no,event_type,node_id,lot_id,time_bucket,payload
76742,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025370007,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76743,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025380001,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76744,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025380002,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76745,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025380003,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76746,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025380004,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76747,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025380005,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76748,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025380006,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76749,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025380007,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76750,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025390001,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76751,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025390002,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76752,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025390003,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76753,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025390004,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76754,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025390005,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76755,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025390006,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76756,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025390007,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76757,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025400001,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76758,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025400002,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76759,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025400003,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76760,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025400004,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76761,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025400005,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76762,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025400006,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76763,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025400007,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76764,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025410001,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76765,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025410002,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76766,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025410003,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76767,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025410004,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76768,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025410005,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76769,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025410006,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76770,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025410007,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76771,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025420001,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76772,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025420002,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76773,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025420003,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76774,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025420004,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76775,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025420005,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76776,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025420006,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76777,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025420007,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76778,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025430001,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76779,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025430002,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76780,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025430003,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76781,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025430004,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76782,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025430005,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76783,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025430006,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76784,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025430007,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76785,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025440001,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76786,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025440002,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76787,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025440003,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76788,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025440004,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76789,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025440005,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76790,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025440006,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76791,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025440007,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76792,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025450001,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76793,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025450002,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76794,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025450003,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76795,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025450004,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76796,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025450005,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76797,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025450006,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76798,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025450007,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76799,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025460001,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76800,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025460002,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76801,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025460003,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76802,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025460004,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76803,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025460005,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76804,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025460006,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76805,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025460007,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76806,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025470001,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76807,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025470002,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76808,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025470003,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76809,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025470004,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76810,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025470005,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76811,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025470006,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76812,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025470007,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76813,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025480001,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76814,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025480002,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76815,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025480003,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76816,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025480004,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76817,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025480005,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76818,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025480006,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76819,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025480007,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76820,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025490001,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76821,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025490002,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76822,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025490003,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76823,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025490004,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76824,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025490005,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76825,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025490006,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76826,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025490007,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76827,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025500001,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76828,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025500002,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76829,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025500003,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76830,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025500004,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76831,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025500005,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76832,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025500006,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76833,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025500007,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76834,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025510001,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76835,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025510002,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76836,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025510003,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76837,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025510004,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76838,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025510005,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76839,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025510006,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76840,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025510007,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76841,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025520001,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76842,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025520002,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76843,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025520003,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76844,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025520004,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76845,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025520005,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76846,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025520006,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76847,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025520007,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76848,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2026010001,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76849,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2026010002,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76850,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2026010003,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
76851,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2026010004,196,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 730, ""production_size"": 0, ""sales_size"": 0, ""week_no"": 196}"
